title,release_year,runtime,id,director,user_reviews,star_rating,vote_count,gross_revenue (million USD),release_month,spring,summer,fall,winter,is_popular_director,G,PG,PG-13,R,Unrated
1_star_wars_episode_vii__the_force_awakens,2015,138,tt2488496,J.J. Abrams,4800,4.0,998000,3007.972443,December,0,0,0,1,0,0,0,1,0,0
2_avengers_endgame,2019,181,tt4154796,Anthony Russo,9600,8.4,1400000,3657.8121,April,1,0,0,0,0,0,0,1,0,0
3_spiderman_no_way_home,2021,148,tt10872600,Jon Watts,6100,8.2,947000,2736.274661,December,0,0,0,1,0,0,0,1,0,0
4_avatar,2009,162,tt0499549,James Cameron,3900,7.5,1400000,3708.932357,December,0,0,0,1,1,0,0,1,0,0
5_top_gun_maverick,2022,130,tt1745960,Joseph Kosinski,4400,7.0,771000,2214.429113,May,1,0,0,0,0,0,0,1,0,0
6_black_panther,2018,134,tt1825683,Ryan Coogler,3500,7.0,872000,2050.352649,February,0,0,0,1,0,0,0,1,0,0
7_avatar_the_way_of_water,2022,192,tt1630029,James Cameron,3400,7.5,532000,3004.326048,December,0,0,0,1,1,0,0,1,0,0
8_avengers_infinity_war,2018,149,tt4154756,Anthony Russo,4600,8.4,1300000,2731.230521,April,1,0,0,0,0,0,0,1,0,0
9_titanic,1997,194,tt0120338,James Cameron,3400,10.0,1300000,2939.16785,December,0,0,0,1,1,0,0,1,0,0
10_jurassic_world,2015,124,tt0369610,Colin Trevorrow,1700,10.0,701000,2324.944069,June,0,1,0,0,0,0,0,1,0,0
11_inside_out_2,2024,96,tt22022452,Kelsey Mann,704,9.0,216000,2351.84401,June,0,1,0,0,0,0,1,0,0,0
12_deadpool__wolverine,2024,128,tt6263850,Shawn Levy,2200,8.0,491000,1974.819503,July,0,1,0,0,0,0,0,0,1,0
13_barbie,2023,114,tt1517268,Greta Gerwig,1800,8.0,605000,2083.276842,July,0,1,0,0,0,0,0,1,0,0
14_the_avengers,2012,143,tt0848228,Joss Whedon,2100,7.3,1500000,2143.896446,May,1,0,0,0,0,0,0,1,0,0
15_star_wars_episode_viii__the_last_jedi,2017,152,tt2527336,Rian Johnson,6900,7.8,693000,1954.589088,December,0,0,0,1,0,0,0,1,0,0
16_incredibles_2,2018,118,tt3606756,Brad Bird,1100,8.0,350000,1851.807411,June,0,1,0,0,1,0,1,0,0,0
17_the_super_mario_bros_movie,2023,92,tt6718170,Matthew Fogel,1300,7.0,267000,1935.781995,April,1,0,0,0,0,0,1,0,0,0
18_the_lion_king,2019,118,tt6105098,Jon Favreau,3100,6.6,283000,2205.658862,July,0,1,0,0,0,0,1,0,0,0
19_the_dark_knight,2008,152,tt0468569,Christopher Nolan,9000,8.4,3000000,1547.546055,July,0,1,0,0,1,0,0,1,0,0
20_rogue_one_a_star_wars_story,2016,133,tt3748528,Gareth Edwards,2000,7.8,712000,1592.224733,December,0,0,0,1,0,0,0,1,0,0
21_star_wars_episode_ix__the_rise_of_skywalker,2019,141,tt2527338,J.J. Abrams,7900,6.4,516000,1592.224914,December,0,0,0,1,0,0,0,1,0,0
22_beauty_and_the_beast,2017,129,tt2771200,Bill Condon,1200,7.0,347000,1860.562966,March,1,0,0,0,0,0,1,0,0,0
23_star_wars_episode_i__the_phantom_menace,1999,136,tt0120915,George Lucas,4100,7.0,889000,1534.092033,May,1,0,0,0,1,0,1,0,0,0
24_finding_dory,2016,97,tt2277860,Andrew Stanton,508,7.2,319000,1515.56255,June,0,1,0,0,1,0,1,0,0,0
25_wicked,2024,160,tt1262426,Jon M. Chu,1200,7.5,157000,1226.931192,November,0,0,1,0,0,0,1,0,0,0
26_star_wars_episode_iv__a_new_hope,1977,121,tt0076759,George Lucas,2100,8.7,1500000,1236.397014,May,1,0,0,0,1,0,1,0,0,0
27_moana_2,2024,100,tt13622970,David G. Derrick Jr.,466,7.6,102000,1519.674774,November,0,0,1,0,0,0,1,0,0,0
28_avengers_age_of_ultron,2015,141,tt2395427,Joss Whedon,1400,7.3,957000,1864.023916,May,1,0,0,0,0,0,0,1,0,0
29_black_panther_wakanda_forever,2022,161,tt9114286,Ryan Coogler,1500,7.3,329000,1313.037896,November,0,0,1,0,0,0,0,1,0,0
30_the_dark_knight_rises,2012,164,tt1345836,Christopher Nolan,4000,8.2,1900000,1563.125991,July,0,1,0,0,1,0,0,1,0,0
31_shrek_2,2004,93,tt0298148,Andrew Adamson,679,8.0,530000,1377.508236,May,1,0,0,0,0,0,1,0,0,0
32_et_the_extraterrestrial,1982,115,tt0083866,Steven Spielberg,752,10.0,453000,1236.762396,June,0,1,0,0,1,0,1,0,0,0
33_toy_story_4,2019,100,tt1979376,Josh Cooley,1400,7.6,297000,1507.879402,June,0,1,0,0,0,1,0,0,0,0
34_captain_marvel,2019,123,tt4154664,Anna Boden,7400,9.0,635000,1558.246285,March,1,0,0,0,0,0,0,1,0,0
35_the_lion_king,1994,88,tt0110357,Roger Allers,1300,8.3,1200000,1404.141093,June,0,1,0,0,0,1,0,0,0,0
36_the_hunger_games_catching_fire,2013,146,tt1951264,Francis Lawrence,821,7.5,746000,1289.679793,November,0,0,1,0,0,0,0,1,0,0
37_pirates_of_the_caribbean_dead_mans_chest,2006,151,tt0383574,Gore Verbinski,1900,7.1,796000,1489.495559,July,0,1,0,0,0,0,0,1,0,0
38_jurassic_world_fallen_kingdom,2018,128,tt4881806,J.A. Bayona,1900,8.0,360000,1728.188797,June,0,1,0,0,0,0,0,1,0,0
39_toy_story_3,2010,103,tt0435761,Lee Unkrich,1000,8.3,930000,1482.320981,June,0,1,0,0,1,1,0,0,0,0
40_wonder_woman,2017,141,tt0451279,Patty Jenkins,2500,7.3,719000,1236.815854,June,0,1,0,0,0,0,0,1,0,0
41_doctor_strange_in_the_multiverse_of_madness,2022,126,tt9419884,Sam Raimi,4000,8.0,513000,1367.107411,May,1,0,0,0,0,0,0,1,0,0
42_iron_man_3,2013,130,tt1300854,Shane Black,1500,8.0,930000,1675.166638,May,1,0,0,0,0,0,0,1,0,0
43_captain_america_civil_war,2016,147,tt3498820,Anthony Russo,1600,7.8,886000,1563.130765,May,1,0,0,0,0,0,0,1,0,0
44_the_hunger_games,2012,142,tt1392170,Gary Ross,2200,7.5,1000000,1103.231311,March,1,0,0,0,0,0,0,1,0,0
45_spiderman,2002,121,tt0145487,Sam Raimi,2400,7.0,921000,1233.576644,May,1,0,0,0,0,0,0,1,0,0
46_jurassic_park,1993,127,tt0107290,Steven Spielberg,1500,9.0,1100000,1511.565001,June,0,1,0,0,1,0,0,1,0,0
47_jumanji_welcome_to_the_jungle,2017,119,tt2283362,Jake Kasdan,1000,7.0,477000,1367.084756,December,0,0,0,1,0,0,0,1,0,0
48_transformers_revenge_of_the_fallen,2009,149,tt1055369,Michael Bay,1500,6.2,441000,1238.416037,June,0,1,0,0,0,0,0,1,0,0
49_frozen,2013,102,tt2294629,Chris Buck,1200,7.4,687000,1707.403163,November,0,0,1,0,0,0,1,0,0,0
50_spiderman_far_from_home,2019,129,tt6320628,Jon Watts,2200,7.4,594000,1523.988829,July,0,1,0,0,0,0,0,1,0,0
51_guardians_of_the_galaxy_vol_2,2017,136,tt3896198,James Gunn,1200,8.0,793000,1253.570004,May,1,0,0,0,0,0,0,1,0,0
52_spiderman_across_the_spiderverse,2023,140,tt9362722,Joaquim Dos Santos,1600,10.0,451000,1072.418492,June,0,1,0,0,0,0,1,0,0,0
53_finding_nemo,2003,100,tt0266543,Andrew Stanton,1100,8.2,1200000,1322.481221,May,1,0,0,0,1,1,0,0,0,0
54_star_wars_episode_iii__revenge_of_the_sith,2005,140,tt0121766,George Lucas,3800,6.6,877000,1230.306212,May,1,0,0,0,1,0,0,1,0,0
55_jurassic_world_dominion,2022,147,tt8041270,Colin Trevorrow,2700,5.6,222000,1378.82916,June,0,1,0,0,0,0,0,1,0,0
56_spiderman_2,2004,127,tt0316654,Sam Raimi,1700,7.5,745000,1158.880914,June,0,1,0,0,0,0,0,1,0,0
57_minions_the_rise_of_gru,2022,87,tt5113044,Kyle Balda,604,6.4,98000,1311.03239,July,0,1,0,0,0,0,1,0,0,0
58_the_batman,2022,176,tt1877830,Matt Reeves,8200,7.8,868000,1141.664898,March,1,0,0,0,0,0,0,1,0,0
59_the_secret_life_of_pets,2016,86,tt2709768,Chris Renaud,374,6.5,227000,1244.322021,July,0,1,0,0,0,0,1,0,0,0
60_despicable_me_2,2013,98,tt1690953,Pierre Coffin,370,7.6,443000,1338.83139,July,0,1,0,0,0,0,1,0,0,0
61_deadpool,2016,108,tt1431045,Tim Miller,1700,8.0,1200000,1145.908056,February,0,0,0,1,0,0,0,0,1,0
62_despicable_me_4,2024,94,tt7510222,Chris Renaud,311,6.3,65000,1330.755972,July,0,1,0,0,0,0,1,0,0,0
63_guardians_of_the_galaxy_vol_3,2023,150,tt6791350,James Gunn,1600,7.9,426000,1204.551592,May,1,0,0,0,0,0,0,1,0,0
64_inside_out,2015,95,tt2096673,Pete Docter,1300,8.1,865000,1215.537965,June,0,1,0,0,0,0,1,0,0,0
65_aladdin,2019,128,tt6139732,Guy Ritchie,2400,7.1,303000,1453.390897,May,1,0,0,0,1,0,1,0,0,0
66_furious_7,2015,137,tt2820852,James Wan,840,8.0,427000,1868.349477,April,1,0,0,0,0,0,0,1,0,0
67_transformers_dark_of_the_moon,2011,154,tt1399103,Michael Bay,1000,6.0,444000,1476.184622,June,0,1,0,0,0,0,0,1,0,0
68_american_sniper,2014,133,tt2179136,Clint Eastwood,1100,7.5,549000,897.81804,January,0,0,0,1,1,0,0,0,1,0
69_zootopia,2016,108,tt2948356,Byron Howard,894,7.8,578000,1366.789937,March,1,0,0,0,0,0,1,0,0,0
70_spiderman_3,2007,139,tt0413300,Sam Raimi,2300,7.0,667000,1228.961439,May,1,0,0,0,0,0,0,1,0,0
71_the_hunger_games_mockingjay__part_1,2014,123,tt1951265,Francis Lawrence,707,6.6,523000,1096.295596,November,0,0,1,0,0,0,0,1,0,0
72_minions,2015,91,tt2293640,Kyle Balda,424,6.5,273000,1495.503273,July,0,1,0,0,0,0,1,0,0,0
73_joker,2019,122,tt7286456,Todd Phillips,11600,8.2,1600000,1414.436286,October,0,0,1,0,0,0,0,0,1,0
74_aquaman,2018,143,tt1477834,James Wan,4400,6.8,537000,1487.132707,December,0,0,0,1,0,0,0,1,0,0
75_spiderman_homecoming,2017,133,tt2250912,Jon Watts,1500,7.4,755000,1215.912843,July,0,1,0,0,0,0,0,1,0,0
76_alice_in_wonderland,2010,108,tt1014759,Tim Burton,881,6.4,455000,1359.659326,March,1,0,0,0,1,0,1,0,0,0
77_guardians_of_the_galaxy,2014,121,tt2015381,James Gunn,1600,8.0,1300000,1107.068976,August,0,1,0,0,0,0,0,1,0,0
78_forrest_gump,1994,142,tt0109830,Robert Zemeckis,3300,8.8,2400000,1008.681735,July,0,1,0,0,1,0,0,1,0,0
79_batman_v_superman_dawn_of_justice,2016,151,tt2975590,Zack Snyder,4400,7.1,770000,1204.722997,March,1,0,0,0,0,0,0,0,1,0
80_oppenheimer,2023,180,tt15398776,Christopher Nolan,4400,8.3,883000,1305.890228,July,0,1,0,0,1,0,0,0,1,0
81_it,2017,135,tt1396484,Andy Muschietti,2200,9.0,642000,1033.117869,September,0,0,1,0,0,0,0,0,1,0
82_suicide_squad,2016,123,tt1386697,David Ayer,2500,5.0,740000,1074.300108,August,0,1,0,0,0,0,0,1,0,0
83_deadpool_2,2018,119,tt5463162,David Leitch,1400,8.0,711000,1110.488367,May,1,0,0,0,0,0,0,0,1,0
84_shrek_the_third,2007,93,tt0413267,Chris Miller,443,6.1,347000,1131.028806,May,1,0,0,0,0,0,1,0,0,0
85_jumanji_the_next_level,2019,123,tt7975244,Jake Kasdan,1000,7.0,303000,1122.008889,December,0,0,0,1,0,0,0,1,0,0
86_transformers,2007,144,tt0418279,Michael Bay,2000,7.0,696000,1028.955973,July,0,1,0,0,0,0,0,1,0,0
87_iron_man,2008,126,tt0371746,Jon Favreau,1600,7.9,1200000,904.830373,May,1,0,0,0,0,0,0,1,0,0
88_indiana_jones_and_the_kingdom_of_the_crystal_skull,2008,122,tt0367882,Steven Spielberg,2300,5.0,502000,1103.737152,May,1,0,0,0,1,0,0,1,0,0
89_star_wars_episode_vi__return_of_the_jedi,1983,131,tt0086190,Richard Marquand,1000,8.7,1200000,799.032483,May,1,0,0,0,0,0,1,0,0,0
90_thor_ragnarok,2017,130,tt3501632,Taika Waititi,1800,9.0,853000,1170.360095,November,0,0,1,0,0,0,0,1,0,0
91_iron_man_2,2010,124,tt1228705,Jon Favreau,1000,6.9,901000,936.366662,May,1,0,0,0,0,0,0,1,0,0
92_star_wars_episode_ii__attack_of_the_clones,2002,142,tt0121765,George Lucas,3900,6.5,787000,964.457464,May,1,0,0,0,1,0,1,0,0,0
93_pirates_of_the_caribbean_at_worlds_end,2007,169,tt0449088,Gore Verbinski,1300,9.0,718000,1271.111634,May,1,0,0,0,0,0,0,1,0,0
94_independence_day,1996,145,tt0116629,Roland Emmerich,1100,6.7,626000,1123.570159,July,0,1,0,0,0,0,0,1,0,0
95_pirates_of_the_caribbean_the_curse_of_the_black_pearl,2003,143,tt0325980,Gore Verbinski,2400,8.1,1300000,959.678464,July,0,1,0,0,0,0,0,1,0,0
96_the_twilight_saga_eclipse,2010,124,tt1325004,David Slade,523,5.0,270000,999.044836,June,0,1,0,0,0,0,0,1,0,0
97_the_little_mermaid,2023,135,tt5971474,Rob Marshall,1400,6.9,171000,867.798345,May,1,0,0,0,0,0,1,0,0,0
98_the_twilight_saga_new_moon,2009,130,tt1259571,Chris Weitz,821,5.1,310000,1008.864376,November,0,0,1,0,0,0,0,1,0,0
99_beetlejuice_beetlejuice,2024,105,tt2049403,Tim Burton,1000,6.6,147000,746.00087,September,0,0,1,0,1,0,0,1,0,0
100_the_sixth_sense,1999,107,tt0167404,M. Night Shyamalan,2400,8.2,1100000,966.312724,August,0,1,0,0,0,0,0,1,0,0
101_up,2009,96,tt1049413,Pete Docter,1100,8.3,1200000,1028.1063,July,0,1,0,0,0,0,1,0,0,0
102_star_wars_episode_v__the_empire_strikes_back,1980,124,tt0080684,Irvin Kershner,1500,8.7,1400000,842.770046,June,0,1,0,0,1,0,1,0,0,0
103_inception,2010,148,tt1375666,Christopher Nolan,4900,8.7,2700000,1131.969228,July,0,1,0,0,1,0,0,1,0,0
104_the_twilight_saga_breaking_dawn__part_2,2012,115,tt1673434,Bill Condon,397,5.6,272000,1140.918685,November,0,0,1,0,0,0,0,1,0,0
105_man_of_steel,2013,143,tt0770828,Zack Snyder,3200,6.5,833000,961.191036,June,0,1,0,0,0,0,0,1,0,0
106_monsters_inc,2001,92,tt0198781,Pete Docter,827,8.2,1000000,870.412555,November,0,0,1,0,0,1,0,0,0,0
107_home_alone,1990,103,tt0099785,Chris Columbus,719,7.0,695000,762.445918,November,0,0,1,0,0,0,1,0,0,0
108_dune_part_two,2024,166,tt15239678,Denis Villeneuve,2700,6.0,624000,996.788716,March,1,0,0,0,1,0,0,1,0,0
109_the_hunger_games_mockingjay__part_2,2015,137,tt1951266,Francis Lawrence,555,4.0,393000,943.180769,November,0,0,1,0,0,0,0,1,0,0
110_the_matrix_reloaded,2003,138,tt0234215,Lana Wachowski,2900,7.2,651000,1023.424398,May,1,0,0,0,0,0,0,0,1,0
111_the_twilight_saga_breaking_dawn__part_1,2011,117,tt1324999,Bill Condon,452,4.9,263000,993.492989,November,0,0,1,0,0,0,0,1,0,0
112_meet_the_fockers,2004,115,tt0290002,Jay Roach,466,7.0,295000,801.919096,December,0,0,0,1,0,0,0,1,0,0
113_the_hangover,2009,100,tt1119646,Todd Phillips,864,6.5,885000,746.668668,June,0,1,0,0,0,0,0,0,1,0
114_the_grinch,2018,85,tt2709692,Yarrow Cheney,712,6.4,103000,811.79942,November,0,0,1,0,0,0,1,0,0,0
115_shrek,2001,90,tt0126029,Andrew Adamson,1300,7.4,772000,757.67616,May,1,0,0,0,0,0,1,0,0,0
116_monsters_university,2013,104,tt1453405,Dan Scanlon,394,8.1,408000,1012.052409,June,0,1,0,0,0,1,0,0,0,0
117_jaws,1975,124,tt0073195,Steven Spielberg,1500,8.2,693000,745.18025,June,0,1,0,0,1,0,1,0,0,0
118_despicable_me_3,2017,89,tt3469046,Kyle Balda,271,7.3,169000,1299.424431,June,0,1,0,0,0,0,1,0,0,0
119_the_amazing_spiderman,2012,136,tt0948470,Marc Webb,1500,8.0,732000,1021.490074,July,0,1,0,0,0,0,0,1,0,0
120_the_incredibles,2004,115,tt0317705,Brad Bird,1000,9.0,853000,893.12959,November,0,0,1,0,1,0,1,0,0,0
121_captain_america_the_winter_soldier,2014,136,tt1843866,Anthony Russo,1200,7.7,932000,974.188075,April,1,0,0,0,0,0,0,1,0,0
122_the_lego_movie,2014,100,tt1490017,Phil Lord,625,7.7,401000,728.725809,February,0,0,0,1,0,0,1,0,0,0
123_star_trek,2009,127,tt0796366,J.J. Abrams,1700,9.0,629000,643.411787,May,1,0,0,0,0,0,0,1,0,0
124_i_am_legend,2007,101,tt0480249,Francis Lawrence,1700,8.0,848000,841.803062,December,0,0,0,1,0,0,0,1,0,0
125_the_blind_side,2009,129,tt0878804,John Lee Hancock,652,10.0,374000,565.214554,November,0,0,1,0,0,0,0,1,0,0
126_mufasa_the_lion_king,2024,118,tt13186482,Barry Jenkins,485,6.8,63000,976.907293,December,0,0,0,1,0,0,1,0,0,0
127_the_hangover_part_ii,2011,102,tt1411697,Todd Phillips,488,6.0,555000,841.22861,May,1,0,0,0,0,0,0,0,1,0
128_despicable_me,2010,95,tt1323594,Pierre Coffin,458,7.3,609000,795.858788,July,0,1,0,0,0,0,1,0,0,0
129_batman,1989,126,tt0096895,Tim Burton,1100,7.5,419000,662.978482,June,0,1,0,0,1,0,0,1,0,0
130_night_at_the_museum,2006,108,tt0477347,Shawn Levy,521,6.5,393000,825.345747,December,0,0,0,1,0,0,1,0,0,0
131_men_in_black,1997,98,tt0119654,Barry Sonnenfeld,433,9.0,638000,840.081078,July,0,1,0,0,0,0,0,1,0,0
133_raiders_of_the_lost_ark,1981,115,tt0082971,Steven Spielberg,1200,8.4,1100000,638.085942,June,0,1,0,0,1,0,1,0,0,0
134_toy_story_2,1999,92,tt0120363,John Lasseter,705,7.9,644000,743.22756,November,0,0,1,0,0,1,0,0,0,0
135_transformers_age_of_extinction,2014,165,tt2109248,Michael Bay,1100,5.6,340000,1350.700789,June,0,1,0,0,0,0,0,1,0,0
136_cars,2006,116,tt0317219,John Lasseter,826,7.3,501000,706.07931,June,0,1,0,0,0,1,0,0,0,0
137_ghostbusters,1984,105,tt0087332,Ivan Reitman,746,6.6,470000,540.28024,June,0,1,0,0,0,0,1,0,0,0
138_bruce_almighty,2003,101,tt0315327,Tom Shadyac,700,6.8,452000,727.422135,May,1,0,0,0,0,0,0,1,0,0
139_twister,1996,113,tt0117998,Jan de Bont,615,6.5,244000,736.41123,May,1,0,0,0,0,0,0,1,0,0
140_maleficent,2014,97,tt1587310,Robert Stromberg,878,6.9,413000,1001.264063,May,1,0,0,0,0,0,1,0,0,0
141_pirates_of_the_caribbean_on_stranger_tides,2011,136,tt1298650,Rob Marshall,675,6.6,585000,1287.793068,May,1,0,0,0,0,0,0,1,0,0
142_shrek_forever_after,2010,93,tt0892791,Mike Mitchell,288,6.1,235000,991.337654,May,1,0,0,0,0,0,1,0,0,0
143_fast__furious_6,2013,130,tt1905041,Justin Lin,589,7.3,428000,1027.363192,May,1,0,0,0,0,0,0,1,0,0
144_brave,2012,93,tt1217209,Mark Andrews,602,7.1,461000,776.266414,June,0,1,0,0,0,0,1,0,0,0
145_sonic_the_hedgehog_3,2024,110,tt18259086,Jeff Fowler,447,6.9,59000,728.061757,December,0,0,0,1,0,0,1,0,0,0
146_oz_the_great_and_powerful,2013,130,tt1623205,Sam Raimi,573,6.3,218000,728.22365,March,1,0,0,0,0,0,1,0,0,0
147_beverly_hills_cop,1984,105,tt0086960,Martin Brest,324,6.6,224000,551.120956,December,0,0,0,1,0,0,0,0,1,0
148_xmen_the_last_stand,2006,104,tt0376994,Brett Ratner,2000,7.4,559000,694.797753,May,1,0,0,0,0,0,0,1,0,0
149_war_of_the_worlds,2005,117,tt0407304,Steven Spielberg,3000,7.0,489000,838.153858,June,0,1,0,0,1,0,0,1,0,0
150_cast_away,2000,143,tt0162222,Robert Zemeckis,1300,7.8,664000,663.264284,December,0,0,0,1,1,0,0,1,0,0
151_the_exorcist,1973,122,tt0070047,William Friedkin,1500,8.1,477000,663.87842,December,0,0,0,1,1,0,0,0,1,0
152_doctor_strange,2016,115,tt1211837,Scott Derrickson,1200,7.9,841000,910.438753,November,0,0,1,0,0,0,0,1,0,0
153_the_lost_world_jurassic_park,1997,129,tt0119567,Steven Spielberg,838,8.0,458000,847.725678,May,1,0,0,0,1,0,0,1,0,0
154_justice_league,2017,120,tt0974015,Zack Snyder,2300,6.0,491000,890.351282,November,0,0,1,0,0,0,0,1,0,0
155_star_trek_into_darkness,2013,132,tt1408101,J.J. Abrams,1300,7.7,504000,696.143907,May,1,0,0,0,0,0,0,1,0,0
156_the_martian,2015,144,tt3659388,Ridley Scott,1500,8.0,966000,859.055069,October,0,0,1,0,1,0,0,1,0,0
157_signs,2002,106,tt0286106,M. Night Shyamalan,2500,6.6,401000,636.214551,August,0,1,0,0,0,0,0,1,0,0
158_hancock,2008,92,tt0448157,Peter Berg,730,6.0,527000,857.389702,July,0,1,0,0,0,0,0,0,1,0
159_the_bourne_ultimatum,2007,115,tt0440963,Paul Greengrass,980,8.0,671000,670.295208,August,0,1,0,0,1,0,0,1,0,0
160_logan,2017,137,tt3315342,James Mangold,1800,8.1,888000,845.457544,March,1,0,0,0,0,0,0,0,1,0
161_rush_hour_2,2001,90,tt0266915,Brett Ratner,451,6.2,249000,573.490088,August,0,1,0,0,0,0,0,1,0,0
162_the_fate_of_the_furious,2017,136,tt4630562,F. Gary Gray,703,6.6,264000,1462.017621,April,1,0,0,0,0,0,0,1,0,0
163_shangchi_and_the_legend_of_the_ten_rings,2021,132,tt9376612,Destin Daniel Cretton,2500,6.9,461000,656.786584,September,0,0,1,0,0,0,0,1,0,0
164_walle,2008,98,tt0910970,Andrew Stanton,1500,8.4,1300000,751.21182,June,0,1,0,0,1,1,0,0,0,0
165_toy_story,1995,81,tt0114709,John Lasseter,820,8.3,1100000,617.662265,November,0,0,1,0,0,1,0,0,0,0
166_big_hero_6,2014,102,tt2245084,Don Hall,669,7.7,528000,880.398353,November,0,0,1,0,0,0,1,0,0,0
167_mission_impossible__fallout,2018,147,tt4912910,Christopher McQuarrie,1800,7.7,394000,1011.817309,July,0,1,0,0,0,0,0,1,0,0
168_national_treasure_book_of_secrets,2007,124,tt0465234,Jon Turteltaub,353,6.9,261000,679.206364,December,0,0,0,1,0,0,1,0,0,0
169_alvin_and_the_chipmunks_the_squeakquel,2009,88,tt1231580,Betty Thomas,121,7.0,57000,662.754617,December,0,0,0,1,0,0,1,0,0,0
170_mrs_doubtfire,1993,125,tt0107614,Chris Columbus,356,9.0,304000,660.481438,November,0,0,1,0,0,0,0,1,0,0
171_beauty_and_the_beast,1991,84,tt0101414,Gary Trousdale,525,8.0,492000,670.258918,November,0,0,1,0,0,1,0,0,0,0
172_ted,2012,106,tt1637725,Seth MacFarlane,756,6.3,682000,768.183802,June,0,1,0,0,0,0,0,0,1,0
173_wonka,2023,116,tt6166392,Paul King,811,7.0,176000,852.904624,December,0,0,0,1,0,0,1,0,0,0
174_king_kong,2005,187,tt0360717,Peter Jackson,2800,6.7,459000,774.986403,December,0,0,0,1,1,0,0,1,0,0
175_ghost,1990,126,tt0099653,Jerry Zucker,432,7.1,247000,723.334863,July,0,1,0,0,0,0,0,1,0,0
176_how_to_train_your_dragon,2010,98,tt0892769,Dean DeBlois,786,8.1,841000,712.461091,March,1,0,0,0,0,0,1,0,0,0
177_the_da_vinci_code,2006,149,tt0382625,Ron Howard,2100,6.6,472000,977.543083,May,1,0,0,0,1,0,0,1,0,0
178_aladdin,1992,90,tt0103639,Ron Clements,437,8.0,486000,721.400438,November,0,0,1,0,0,1,0,0,0,0
179_alvin_and_the_chipmunks,2007,92,tt0952640,Tim Hill,194,5.0,99000,582.67952,December,0,0,0,1,0,0,1,0,0,0
180_saving_private_ryan,1998,169,tt0120815,Steven Spielberg,3000,8.8,1600000,699.401993,July,0,1,0,0,1,0,0,0,1,0
181_antman_and_the_wasp,2018,118,tt5095030,Peyton Reed,1000,7.0,471000,839.322879,July,0,1,0,0,0,0,0,1,0,0
182_madagascar_3_europes_most_wanted,2012,93,tt1277953,Eric Darnell,228,6.6,207000,963.312756,June,0,1,0,0,0,0,1,0,0,0
183_kung_fu_panda,2008,92,tt0441773,Mark Osborne,582,7.3,550000,848.449333,June,0,1,0,0,0,0,1,0,0,0
184_mission_impossible_ii,2000,123,tt0120755,John Woo,1600,6.9,391000,761.797997,May,1,0,0,0,1,0,0,1,0,0
185_a_star_is_born,2018,136,tt1517451,Bradley Cooper,2900,7.6,435000,651.766244,October,0,0,1,0,0,0,0,0,1,0
186_back_to_the_future,1985,116,tt0088763,Robert Zemeckis,1600,10.0,1400000,599.606614,July,0,1,0,0,1,0,1,0,0,0
187_antman_and_the_wasp_quantumania,2023,124,tt10954600,Peyton Reed,1400,5.0,250000,690.576089,February,0,0,0,1,0,0,0,1,0,0
188_the_lorax,2012,86,tt1482459,Chris Renaud,326,6.9,137000,563.799947,March,1,0,0,0,0,0,1,0,0,0
189_solo_a_star_wars_story,2018,135,tt3778644,Ron Howard,2600,6.9,393000,606.692319,May,1,0,0,0,1,0,0,1,0,0
190_venom_let_there_be_carnage,2021,97,tt7097896,Andy Serkis,1600,7.0,287000,720.36423,October,0,0,1,0,0,0,0,1,0,0
191_venom,2018,112,tt1270797,Ruben Fleischer,3900,6.6,576000,1069.600667,October,0,0,1,0,0,0,0,1,0,0
192_austin_powers_in_goldmember,2002,94,tt0295178,Jay Roach,825,6.2,229000,510.247037,July,0,1,0,0,0,0,0,1,0,0
193_it_chapter_two,2019,169,tt7349950,Andy Muschietti,2400,6.5,323000,684.745679,September,0,0,1,0,0,0,0,0,1,0
194_300,2006,117,tt0416449,Zack Snyder,2700,8.0,890000,666.711444,March,1,0,0,0,0,0,0,0,1,0
195_coco,2017,105,tt2380307,Lee Unkrich,1400,8.4,647000,1025.101187,November,0,0,1,0,1,0,1,0,0,0
196_fast_five,2011,130,tt1596343,Justin Lin,556,7.3,420000,835.977687,April,1,0,0,0,0,0,0,1,0,0
197_mission_impossible__ghost_protocol,2011,132,tt1229238,Brad Bird,713,7.4,542000,904.111283,December,0,0,0,1,1,0,0,1,0,0
198_wedding_crashers,2005,119,tt0396269,David Dobkin,730,7.0,387000,497.758546,July,0,1,0,0,0,0,0,0,1,0
199_sherlock_holmes,2009,128,tt0988045,Guy Ritchie,784,7.6,689000,733.057358,December,0,0,0,1,1,0,0,1,0,0
200_dawn_of_the_planet_of_the_apes,2014,130,tt2103281,Matt Reeves,787,7.6,499000,919.190155,July,0,1,0,0,0,0,0,1,0,0
201_batman_begins,2005,140,tt0372784,Christopher Nolan,3200,8.4,1600000,582.269787,June,0,1,0,0,1,0,0,1,0,0
202_ratatouille,2007,111,tt0382932,Brad Bird,946,8.2,882000,830.175034,June,0,1,0,0,1,1,0,0,0,0
203_thor_the_dark_world,2013,112,tt1981115,Alan Taylor,920,5.0,750000,851.14528,November,0,0,1,0,0,0,0,1,0,0
204_bad_boys_for_life,2020,124,tt1502397,Adil El Arbi,1200,6.6,190000,632.810488,January,0,0,0,1,0,0,0,0,1,0
205_austin_powers_the_spy_who_shagged_me,1999,95,tt0145660,Jay Roach,827,7.0,256000,519.74138,June,0,1,0,0,0,0,0,1,0,0
